user_id,course_id,rating,is_favorite,timestamp,subject
user_1,492344,4,False,2024-06-08T12:41:12.652045,Business Finance
user_1,1225564,3,False,2024-06-16T12:41:12.652045,Business Finance
user_1,736836,4,True,2024-10-31T12:41:12.652045,Business Finance
user_1,872816,5,True,2024-12-31T12:41:12.652045,Graphic Design
user_1,1036170,5,True,2025-01-02T12:41:12.652045,Web Development
user_1,805336,4,False,2025-01-29T12:41:12.652045,Business Finance
user_1,62721,3,True,2024-09-27T12:41:12.652045,Graphic Design
user_1,822670,5,False,2024-07-30T12:41:12.652045,Web Development
user_1,777444,5,False,2024-09-10T12:41:12.652045,Business Finance
user_1,1105344,3,True,2024-05-05T12:41:12.652045,Business Finance
user_1,738910,5,False,2024-05-31T12:41:12.652045,Business Finance
user_1,627332,3,True,2024-04-18T12:41:12.652045,Business Finance
user_2,1052180,3,True,2024-04-13T12:41:12.652045,Musical Instruments
user_2,198690,4,False,2024-04-25T12:41:12.652045,Musical Instruments
user_2,286898,3,False,2024-06-22T12:41:12.652045,Musical Instruments
user_2,589248,5,True,2024-09-09T12:41:12.652045,Musical Instruments
user_2,448250,4,False,2024-04-04T12:41:12.652045,Musical Instruments
user_2,411986,5,False,2025-02-22T12:41:12.652045,Musical Instruments
user_2,269830,4,True,2024-10-12T12:41:12.652045,Musical Instruments
user_3,368916,5,True,2025-01-10T12:41:12.652045,Business Finance
user_3,892446,4,False,2024-11-08T12:41:12.652045,Business Finance
user_3,1100746,5,True,2024-05-28T12:41:12.652045,Business Finance
user_3,837322,4,True,2025-01-11T12:41:12.652045,Business Finance
user_3,664764,5,True,2025-02-26T12:41:12.652045,Musical Instruments
user_3,933812,5,True,2024-12-31T12:41:12.652045,Musical Instruments
user_3,722274,5,True,2025-02-18T12:41:12.652045,Business Finance
user_3,640062,4,False,2024-07-26T12:41:12.652045,Business Finance
user_3,236080,5,False,2025-03-17T12:41:12.652045,Business Finance
user_3,20185,5,True,2024-06-21T12:41:12.653081,Business Finance
user_3,249934,5,False,2024-09-29T12:41:12.653081,Business Finance
user_4,315576,5,True,2024-07-15T12:41:12.653081,Musical Instruments
user_4,448250,3,False,2024-10-16T12:41:12.653081,Musical Instruments
user_4,455054,4,True,2024-06-05T12:41:12.653081,Musical Instruments
user_4,17922,5,True,2024-07-17T12:41:12.653081,Musical Instruments
user_4,266682,5,False,2024-06-23T12:41:12.653081,Musical Instruments
user_4,456284,5,True,2024-07-22T12:41:12.653081,Musical Instruments
user_4,742764,5,True,2024-06-25T12:41:12.653081,Musical Instruments
user_4,574428,5,True,2024-12-04T12:41:12.653081,Musical Instruments
user_4,1146288,5,False,2024-04-03T12:41:12.653081,Musical Instruments
user_4,866528,4,True,2024-04-13T12:41:12.653081,Musical Instruments
user_4,42255,5,True,2024-07-01T12:41:12.653081,Musical Instruments
user_4,566856,4,True,2025-02-18T12:41:12.653081,Musical Instruments
user_4,907966,4,False,2024-11-25T12:41:12.653081,Musical Instruments
user_4,1170198,5,True,2024-03-25T12:41:12.653081,Musical Instruments
user_4,922828,5,True,2025-03-06T12:41:12.653081,Musical Instruments
user_4,638204,5,True,2024-11-21T12:41:12.653081,Musical Instruments
user_4,1104492,4,True,2024-06-19T12:41:12.653081,Musical Instruments
user_4,205764,3,False,2024-06-03T12:41:12.653081,Musical Instruments
user_5,1109926,4,False,2024-11-15T12:41:12.653081,Web Development
user_5,575644,3,False,2025-01-10T12:41:12.653081,Web Development
user_5,902748,4,True,2024-11-15T12:41:12.653081,Web Development
user_5,628786,5,True,2024-06-14T12:41:12.653081,Graphic Design
user_5,602032,3,False,2024-06-19T12:41:12.653081,Business Finance
user_5,851106,5,False,2024-11-21T12:41:12.653081,Business Finance
user_5,972126,3,False,2024-12-03T12:41:12.653081,Business Finance
user_5,1048496,5,False,2024-12-28T12:41:12.653081,Business Finance
user_5,255170,4,False,2024-11-07T12:41:12.653081,Business Finance
user_5,934790,5,False,2024-10-27T12:41:12.653081,Graphic Design
user_5,746014,4,False,2024-06-11T12:41:12.653081,Web Development
user_5,406054,5,True,2024-12-15T12:41:12.653081,Graphic Design
user_5,181268,4,False,2024-05-30T12:41:12.653081,Graphic Design
user_5,905244,5,True,2024-10-13T12:41:12.653081,Graphic Design
user_5,846578,3,False,2024-07-08T12:41:12.654135,Web Development
user_5,958982,5,True,2025-02-21T12:41:12.654135,Web Development
user_5,256094,5,True,2024-12-17T12:41:12.654198,Business Finance
user_5,1089062,3,True,2024-11-22T12:41:12.654198,Graphic Design
user_6,352782,4,False,2024-11-20T12:41:12.654198,Business Finance
user_6,544234,4,True,2024-04-26T12:41:12.654198,Musical Instruments
user_6,284118,4,True,2025-02-13T12:41:12.654198,Business Finance
user_6,630734,3,False,2024-06-07T12:41:12.654198,Musical Instruments
user_6,1103272,5,True,2024-12-03T12:41:12.654198,Business Finance
user_6,221872,5,True,2024-09-25T12:41:12.654198,Business Finance
user_6,782430,5,False,2024-09-14T12:41:12.654198,Musical Instruments
user_6,900472,4,True,2024-06-17T12:41:12.654198,Business Finance
user_6,476622,5,True,2024-04-22T12:41:12.654198,Business Finance
user_6,343818,5,False,2024-06-12T12:41:12.654198,Business Finance
user_6,834606,4,False,2025-01-13T12:41:12.654198,Business Finance
user_6,972126,4,False,2024-06-12T12:41:12.654198,Business Finance
user_7,741172,3,False,2024-04-30T12:41:12.654198,Musical Instruments
user_7,1116196,5,True,2024-08-08T12:41:12.654198,Musical Instruments
user_7,140168,5,True,2025-03-18T12:41:12.654198,Musical Instruments
user_7,1119610,3,False,2024-04-03T12:41:12.654198,Musical Instruments
user_7,263672,5,True,2024-09-14T12:41:12.654198,Musical Instruments
user_7,112314,5,True,2025-01-16T12:41:12.654198,Musical Instruments
user_7,222062,3,True,2025-03-02T12:41:12.654198,Musical Instruments
user_7,1144288,5,True,2024-11-15T12:41:12.654198,Musical Instruments
user_7,297930,5,True,2024-06-09T12:41:12.654198,Musical Instruments
user_7,670640,5,True,2024-05-09T12:41:12.654198,Musical Instruments
user_7,933666,5,False,2024-11-21T12:41:12.654198,Musical Instruments
user_7,459468,5,False,2024-12-22T12:41:12.654198,Musical Instruments
user_7,1146368,5,True,2024-10-03T12:41:12.654198,Musical Instruments
user_7,1108666,5,True,2024-04-14T12:41:12.654198,Musical Instruments
user_8,716310,5,False,2024-11-28T12:41:12.654198,Web Development
user_8,994312,3,True,2024-10-05T12:41:12.654198,Graphic Design
user_8,840300,4,True,2024-10-31T12:41:12.654198,Business Finance
user_8,650328,4,True,2024-04-09T12:41:12.654198,Web Development
user_8,1241518,5,True,2025-03-08T12:41:12.654198,Web Development
user_8,302562,3,False,2024-12-21T12:41:12.655223,Business Finance
user_8,1106646,5,False,2025-03-03T12:41:12.655223,Web Development
user_8,859936,3,False,2024-10-13T12:41:12.655223,Web Development
user_9,313512,5,True,2024-08-14T12:41:12.655223,Business Finance
user_9,891484,3,False,2024-10-04T12:41:12.655223,Business Finance
user_9,699380,5,True,2025-01-18T12:41:12.655223,Graphic Design
user_9,715476,5,True,2024-10-15T12:41:12.655223,Business Finance
user_9,1210588,5,True,2024-03-31T12:41:12.655223,Business Finance
user_9,945194,4,True,2024-08-19T12:41:12.655223,Business Finance
user_9,1055424,5,True,2024-12-23T12:41:12.655223,Graphic Design
user_9,1039930,5,True,2024-06-15T12:41:12.655223,Business Finance
user_9,482208,5,True,2024-12-05T12:41:12.655223,Graphic Design
user_9,185538,4,False,2024-04-21T12:41:12.655223,Graphic Design
user_9,37821,4,True,2024-04-11T12:41:12.655223,Graphic Design
user_10,929016,3,True,2024-07-22T12:41:12.655223,Web Development
user_10,1142202,5,False,2024-08-01T12:41:12.655223,Web Development
user_10,30261,4,False,2024-12-13T12:41:12.655223,Web Development
user_10,402508,5,True,2024-08-30T12:41:12.655223,Web Development
user_10,959586,4,False,2025-03-20T12:41:12.655223,Web Development
user_10,599532,5,False,2025-01-27T12:41:12.655223,Web Development
user_10,578900,5,True,2024-03-31T12:41:12.655223,Web Development
user_10,903526,5,True,2024-11-15T12:41:12.655223,Web Development
user_10,472526,5,True,2025-01-13T12:41:12.655223,Web Development
user_10,294794,5,False,2024-06-09T12:41:12.655223,Web Development
user_11,139778,3,True,2024-04-01T12:41:12.655223,Musical Instruments
user_11,631128,3,True,2024-08-22T12:41:12.655223,Web Development
user_11,680180,4,False,2024-08-22T12:41:12.656265,Web Development
user_11,854746,3,False,2024-09-04T12:41:12.656374,Graphic Design
user_11,178044,5,True,2024-03-31T12:41:12.656374,Graphic Design
user_11,1153326,3,False,2024-06-01T12:41:12.656374,Graphic Design
user_11,667992,4,True,2024-09-23T12:41:12.656374,Web Development
user_11,653846,4,True,2024-08-20T12:41:12.656374,Web Development
user_11,663702,5,False,2024-05-18T12:41:12.656374,Graphic Design
user_11,278948,5,True,2024-11-03T12:41:12.656374,Graphic Design
user_11,1211160,4,True,2024-10-01T12:41:12.656374,Web Development
user_11,838896,5,False,2024-12-28T12:41:12.656374,Musical Instruments
user_11,53556,5,False,2024-05-08T12:41:12.656374,Graphic Design
user_11,177472,5,False,2024-05-23T12:41:12.656374,Graphic Design
user_11,1200856,5,True,2024-04-27T12:41:12.656374,Graphic Design
user_11,1123098,4,False,2024-12-19T12:41:12.656374,Web Development
user_11,1247828,3,True,2024-12-04T12:41:12.656374,Web Development
user_11,607056,4,True,2024-09-09T12:41:12.656374,Web Development
user_11,430992,4,False,2024-08-19T12:41:12.656374,Musical Instruments
user_12,590622,5,False,2024-04-23T12:41:12.657412,Graphic Design
user_12,1084454,3,True,2024-11-16T12:41:12.657412,Business Finance
user_12,655300,3,True,2025-01-03T12:41:12.657412,Business Finance
user_12,931626,4,True,2025-01-23T12:41:12.657412,Business Finance
user_12,1251582,5,True,2024-03-29T12:41:12.657412,Business Finance
user_13,858764,5,False,2024-09-11T12:41:12.657412,Business Finance
user_13,75182,4,False,2025-02-12T12:41:12.657412,Business Finance
user_13,935900,5,False,2024-11-18T12:41:12.657412,Musical Instruments
user_13,1191088,3,False,2024-04-06T12:41:12.657412,Musical Instruments
user_13,830568,5,True,2024-06-06T12:41:12.657412,Musical Instruments
user_13,501960,5,True,2024-08-15T12:41:12.657412,Business Finance
user_13,670640,5,True,2024-04-25T12:41:12.657412,Musical Instruments
user_13,22825,4,False,2024-07-15T12:41:12.657412,Musical Instruments
user_14,326326,4,True,2024-05-14T12:41:12.657412,Web Development
user_14,657710,5,True,2024-07-12T12:41:12.657412,Web Development
user_14,365426,5,True,2024-12-04T12:41:12.657412,Web Development
user_14,1016388,4,True,2024-10-30T12:41:12.658468,Web Development
user_14,313484,5,False,2024-11-01T12:41:12.658468,Web Development
user_14,549094,5,True,2024-12-15T12:41:12.658468,Web Development
user_14,969170,3,False,2024-07-15T12:41:12.658468,Web Development
user_14,82412,5,True,2024-07-22T12:41:12.658468,Web Development
user_14,1176686,5,True,2025-03-14T12:41:12.658468,Web Development
user_14,260444,3,True,2024-04-02T12:41:12.658468,Web Development
user_14,269638,4,False,2024-09-15T12:41:12.658468,Web Development
user_14,631128,4,True,2024-08-17T12:41:12.658468,Web Development
user_14,835712,5,True,2024-09-23T12:41:12.658468,Web Development
user_14,933260,5,True,2024-11-14T12:41:12.658468,Web Development
user_14,130168,4,False,2024-10-12T12:41:12.658468,Web Development
user_14,14571,3,False,2024-04-03T12:41:12.658468,Web Development
user_15,753934,3,False,2024-11-02T12:41:12.659573,Graphic Design
user_15,242176,3,True,2024-10-24T12:41:12.659573,Graphic Design
user_15,586680,5,True,2024-07-14T12:41:12.659573,Graphic Design
user_15,1164832,3,True,2024-10-28T12:41:12.659573,Graphic Design
user_15,530426,4,True,2024-12-18T12:41:12.659573,Graphic Design
user_15,474076,5,True,2024-07-21T12:41:12.659573,Graphic Design
user_15,691641,3,True,2024-07-14T12:41:12.659573,Graphic Design
user_15,907408,3,False,2025-02-23T12:41:12.659573,Graphic Design
user_15,365926,3,False,2024-10-18T12:41:12.659573,Graphic Design
user_15,1246636,3,True,2024-06-10T12:41:12.659573,Graphic Design
